Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
Jay Bee Laminations,https://scanx.trade/company/jay-bee-laminations-ltd,118.4,-1.33%,120,"14,000",267.2,10.67,25.38,377.2,112,-9.89%,-43.82%,-67.27%,-59.35%,-59.35%,1.83,-,-,26.44%,-,143.12,205.1,31.65,-,-
Lyka Labs,https://scanx.trade/company/lyka-labs-ltd,74.78,-0.37%,76.6,"5,395",266.89,107.21,17.31,167.19,72.2,-7.23%,-24.63%,-50.07%,-43.05%,220.94%,2.65,-,-3.84%,10.34%,0.26,85.28,101.98,37.68,50.00%,-
Lotus Eye Hospital,https://scanx.trade/company/lotus-eye-hospital-ltd,128.16,0.57%,128.7,"14,350",266.53,400.16,-84.21,139.2,54.99,22.06%,6.41%,89.87%,60.10%,316.10%,4.39,-,-,2.80%,-,116.73,91.47,63.83,-,-
Ecoline Exim,https://scanx.trade/company/ecoline-exim-ltd,129.9,0.81%,129.9,"1,000",266.49,11.7,13.6,143.9,126.05,-3.78%,-7.54%,-7.54%,-7.54%,-7.54%,1.99,-,-,40.87%,-,135.89,-,43.2,-,-
Aion Tech Solutions,https://scanx.trade/company/goldstone-technologies-ltd,50.98,-2.65%,52.37,"19,394",266.43,47.73,40.47,85,45.35,-10.55%,-23.49%,-37.60%,11.80%,385.52%,0.92,-,-,13.70%,-,55.56,63.29,42.48,-,-
The Peria Karamalai Tea & Produce,https://scanx.trade/company/peria-karamalai-tea-ltd,856.65,-6.92%,998,"9,085",265.21,52.8,-10.22,"1,013.90",565,13.60%,-1.95%,11.50%,236.14%,320.96%,1.49,0.11%,-,4.29%,-,740.9,741.32,58.64,-,-
BAG Convergence,https://scanx.trade/company/bag-convergence-ltd,124.9,-0.08%,124.95,"44,800",265.02,28.22,11.32,139,95.75,-1.11%,17.77%,17.77%,17.77%,17.77%,3.74,-,-,50.33%,-,122.4,-,52.84,-,-
Shankara Building Products,https://scanx.trade/company/shankara-building-products-ltd,109.1,0.73%,108.9,"25,521",264.56,6.36,41.17,"1,209.80",105,-10.26%,-54.96%,-83.52%,-82.87%,21.30%,0.6,2.76%,-,17.66%,-,124.7,195.38,33.74,-,-
VMS TMT,https://scanx.trade/company/vms-tmt-ltd,53.3,-1.24%,53.56,"1,35,899",264.53,18.15,25.38,105,50.59,-13.47%,-46.51%,-46.51%,-46.51%,-46.51%,1.21,-,-,19.44%,-,62.31,-,34.64,-,-
Kavveri Defence & Wireless Technologies,https://scanx.trade/company/kavveri-telecom-products-ltd,76.42,-4.19%,77.95,"5,63,719",262.69,36.76,24.06,162.87,41.14,-20.23%,-40.12%,27.90%,892.47%,4395.29%,3.8,-,-,7.42%,-,94.87,71.61,40.36,-,-
Arham Technologies,https://scanx.trade/company/arham-technologies-ltd,155,0.36%,154,"7,000",262.26,35.92,10.9,161,70.8,7.38%,36.80%,13.80%,120.01%,146.03%,8.38,-,-,32.36%,-,133.62,101.42,63.55,-,-
Active Infrastructures,https://scanx.trade/company/active-infrastructures-ltd,174,0.58%,176,"13,200",261.26,19.84,-2.85,190,147.05,0.23%,2.35%,-0.91%,-0.91%,-0.91%,2.32,0.58%,-,17.01%,-,174.23,-,50.47,-,-
Current Infraprojects,https://scanx.trade/company/current-infraprojects-ltd,136.1,-2.79%,140,"4,800",260.6,28.34,-2.85,163,123.05,-9.27%,-7.10%,-10.90%,-10.90%,-10.90%,3.89,-,-,35.24%,-,145.79,-,39.18,-,-
IL&FS Investment Managers,https://scanx.trade/company/ilfs-investment-managers-ltd,8.26,-2.02%,8.45,"2,27,426",259.39,18.73,-3.94,11.8,7.05,2.86%,-0.60%,-24.77%,15.52%,75.74%,1.29,3.32%,-,6.47%,-,8.04,8.76,55.25,50.00%,-
Exim Routes,https://scanx.trade/company/exim-routes-ltd,138.25,4.97%,133.05,"1,10,400",259.25,32.68,41.09,131.7,104.5,19.70%,19.70%,19.70%,19.70%,19.70%,3.8,-,-,39.23%,-,-,-,-,-,-
Team India Guaranty,https://scanx.trade/company/times-guaranty-ltd,288.2,-3.47%,309,"17,720",259.18,105.43,-3.94,332.55,149.2,11.23%,8.63%,47.64%,437.19%,948.00%,5.44,-,-,5.89%,-,264.45,220.99,56.5,-,-
Megastar Foods,https://scanx.trade/company/megastar-foods-ltd,229.38,-3.00%,233,"3,009",259.05,46.83,18.01,310.5,187.61,-7.51%,5.19%,-0.24%,0.01%,102.10%,2.72,-,-,10.51%,-,251.17,239.43,36.7,-,-
Rudra Global Infra Products,https://scanx.trade/company/rudra-global-infra-products-ltd,25.6,0.63%,25.57,"24,129",256.88,31.93,25.38,29.7,24.2,-6.81%,-6.81%,-6.81%,-6.81%,-6.81%,1.97,-,-,24.24%,-,-,-,-,-,-
Anlon Technology Solutions,https://scanx.trade/company/anlon-technology-solutions-ltd,409.5,2.36%,412,"3,600",256.16,38.54,41.09,497,239,6.78%,-11.36%,6.36%,55.32%,55.32%,4.25,-,-,16.06%,-,397.37,380.56,54.55,-,-
Frog Innovations,https://scanx.trade/company/frog-cellsat-ltd,164.55,2.84%,160,"8,800",255.95,10.57,24.06,458,150,7.73%,-32.99%,-48.90%,-27.17%,-11.44%,1.56,-,-,20.86%,-,181.92,231.12,46.49,-,-
Pushpa Jewellers,https://scanx.trade/company/pushpa-jewellers-ltd,105.55,-1.36%,107,"6,000",255.67,11.63,15.55,148.75,91,-10.93%,-19.76%,-10.25%,-10.25%,-10.25%,1.89,-,-,45.07%,-,120.05,-,39.54,-,-
DCM Nouvelle,https://scanx.trade/company/dcm-nouvelle-ltd,136.85,8.45%,127.75,"36,588",255.6,120.18,17.79,224.55,122.81,-0.52%,-16.55%,-36.71%,-9.49%,190.55%,0.73,-,-,9.55%,-,140.41,164.18,55.8,50.00%,-
Brooks Laboratories,https://scanx.trade/company/brooks-laboratories-ltd,86.31,-4.10%,89.99,"69,101",254.25,19,17.31,198.86,89,-10.36%,-40.65%,-48.14%,-20.57%,41.35%,2.29,-,-,-8.69%,-,104.01,129,25.59,-,-
Star Paper Mills,https://scanx.trade/company/star-paper-mills-ltd,162.82,0.02%,162.51,499,254.14,6.55,160.41,224.2,152.49,-0.56%,-6.09%,-26.12%,-8.45%,40.24%,0.36,2.16%,11.05%,7.07%,41.91,164.45,169.61,48,50.00%,-
Universus Photo Imagings,https://scanx.trade/company/universus-photo-imagings-ltd,232.1,-1.00%,236.95,"2,996",254.07,-1.68,9.79,333.4,174,-7.81%,-9.76%,-8.28%,-54.13%,42.79%,0.31,-,-,10.74%,-,254.79,243.09,42.64,-,-
Sadhana Nitrochem,https://scanx.trade/company/sadhana-nitro-chem-ltd,7.7,-,7.83,"6,95,943",253.65,-12.05,205.33,58.31,5.59,25.20%,-23.54%,-83.45%,-90.79%,-90.79%,1.04,1.30%,-,6.62%,-,7.23,12.29,59.54,-,-
KM Sugar Mills,https://scanx.trade/company/km-sugar-mills-ltd,27.49,0.40%,27,"76,969",252.91,5.32,-155.68,36,25.02,2.73%,-1.75%,-12.76%,-0.40%,132.97%,0.69,-,-,18.10%,-,27.31,28.1,56.9,50.00%,-
Diamines & Chemicals,https://scanx.trade/company/diaminesq.ltd,258,-1.30%,258.05,"9,681",252.43,-52.05,205.33,514.25,251.15,-3.15%,-28.96%,-48.78%,-51.31%,-51.31%,1.67,0.38%,10.73%,3.09%,6.86,273.09,345.32,41.42,50.00%,-
Vibhor Steel Tubes,https://scanx.trade/company/vibhor-steel-tubes-ltd,132.64,-,131.35,"3,517",251.52,20.31,25.38,224.2,117.02,-0.46%,-16.70%,-38.20%,-70.28%,-70.28%,1.31,-,-,11.85%,-,137.33,151.95,48.68,50.00%,-
Jay Shree Tea & Industries,https://scanx.trade/company/jay-shree-tea-industries-ltd,86.97,-0.32%,87,"20,399",251.15,2.18,-10.22,134,81.67,-6.29%,-8.98%,-32.38%,-3.63%,25.77%,0.59,0.57%,4.47%,22.38%,-,92.01,99.26,41.79,50.00%,-
Kotyark Industries,https://scanx.trade/company/kotyark-industries-ltd,243.25,-1.28%,246.4,"4,000",250.04,17.57,41.09,970,202.4,9.35%,-22.37%,-74.32%,-39.86%,428.23%,1.77,3.45%,-,16.17%,-,261.74,312.36,43.63,-,-
Generic Engineering Construction,https://scanx.trade/company/generic-engineering-construction-ltd,43.72,-3.93%,45.4,"3,31,735",249.14,21.34,-2.85,55.92,21.96,3.09%,-2.80%,0.44%,40.58%,-22.55%,0.9,-,-,10.92%,-,43.34,39.75,46.61,-,-
Anya Polytech & Fertilizers,https://scanx.trade/company/anya-polytechfertilizers-ltd,20.7,1.72%,20.8,"30,000",248.4,29.07,33.21,29.05,16.2,-8.20%,-10.00%,15.32%,15.32%,15.32%,2.87,-,-,24.91%,-,22.65,24.1,36.86,-,-
Zee Learn,https://scanx.trade/company/zee-learn-ltd,7.59,4.12%,7.3,"3,61,098",248.24,27.33,29.97,10.89,4.57,-0.26%,-20.36%,-9.64%,10.00%,-45.59%,1.26,-,-,11.33%,-,7.78,8.21,52.37,-,-
Uravi Defence and Technology,https://scanx.trade/company/uravi-t-wedge-lamps-ltd,218.49,4.98%,211.5,"24,149",248.2,112.2,176.6,584,152.82,12.62%,-15.51%,-46.79%,-22.12%,-22.12%,4.72,-,-,15.89%,-,204.04,378.17,69.89,-,-
Univastu,https://scanx.trade/company/univastu-ltd,68.95,-0.81%,69.9,"50,183",248.13,13.66,-2.85,339,63.02,2.38%,-14.77%,-17.74%,140.41%,519.50%,2.87,-,-,26.45%,-,68.96,79.51,52.63,-,-
Country Club Hospitality,https://scanx.trade/company/country-club-hospitality-ltd,15.17,-3.01%,15.89,"23,800",247.98,30.25,281.14,21.24,13,-5.25%,-10.76%,-21.32%,112.17%,170.89%,0.81,-,-,1.37%,-,16.17,16.91,38.87,-,-
Munish Forge,https://scanx.trade/company/munish-forge-ltd,103,2.28%,101.2,"22,800",247.92,16.95,20.81,143,97,0.29%,-6.58%,-6.58%,-6.58%,-6.58%,1.89,-,-,29.91%,-,115.7,-,44.77,-,-
Indo Us Bio-Tech,https://scanx.trade/company/indo-us-biotech-ltd,123.59,2.06%,123.6,"34,466",247.82,78.58,41.09,375,109.5,6.03%,-10.48%,-54.80%,-57.76%,-57.76%,5.43,-,-,14.97%,-,129.09,149.71,46.45,-,-
UCAL,https://scanx.trade/company/ucal-fuel-system-ltd,111.29,-0.75%,113.95,"7,257",246.1,-10.05,176.6,240,108,-10.00%,-21.33%,-51.48%,-28.52%,-28.52%,0.72,-,-,4.11%,-,121.53,138.84,36.47,50.00%,-
Pil Italica Lifestyle,https://scanx.trade/company/pil-italica-lifestyle-ltd,10.47,-,10.48,"46,228",246.05,45.09,29.01,20.64,9.71,-9.90%,-25.27%,-25.21%,26.91%,9.63%,2.97,-,-,10.32%,-,11.42,13.99,37.13,-,-
Race Eco Chain,https://scanx.trade/company/race-eco-chain-ltd,142.18,0.11%,144.03,"25,019",245.36,36.18,41.17,385,138.15,-7.50%,-37.74%,-58.85%,-43.12%,-43.12%,3.35,-,6.96%,12.52%,0.56,177.28,229.42,29.26,50.00%,-
Cash Ur Drive Marketing,https://scanx.trade/company/cash-ur-drive-marketing-ltd,139,-0.71%,140,"6,000",245.28,13.97,41.09,166.5,130,-10.32%,-11.83%,-11.72%,-11.72%,-11.72%,2.17,-,-,41.34%,-,147.23,-,35.73,-,-
DRC Systems India,https://scanx.trade/company/drc-systems-india-ltd,17,-2.41%,17.1,"50,911",244.94,15.55,40.47,33.5,16.15,0.59%,-14.49%,-39.46%,27.82%,276.94%,2.54,-,-,25.60%,-,18.29,19.94,40.74,-,-
Spandana Sphoorty Financial - PP,https://scanx.trade/company/spandana-sphoorty-financialpp-ltd,141.25,0.21%,137.05,"2,782",244.85,-,-3.94,146.65,108.4,7.33%,11.53%,25.17%,25.17%,25.17%,1.21,-,-,-,-,128.5,-,61.98,-,-
Shivashrit Foods,https://scanx.trade/company/shivashrit-foods-ltd,134,0.68%,127,"5,000",244.8,-,18.01,148.5,118,-1.40%,3.28%,-5.27%,-5.27%,-5.27%,-,-,-,43.39%,-,132.57,-,51.59,-,-
Virinchi,https://scanx.trade/company/virinchi-ltd,23.83,-2.38%,24.41,"54,891",244.61,-17.82,40.47,32.8,19.46,-0.13%,-19.47%,-15.50%,-34.26%,-34.26%,0.54,-,-,5.72%,-,25.22,25.12,51.62,-,-
Shreeji Global FMCG,https://scanx.trade/company/shreeji-global-fmcg-ltd,107.35,0.37%,107.9,"63,000",244.33,-,18.01,123.65,95.5,-9.03%,5.56%,5.56%,5.56%,5.56%,2.12,-,-,54.64%,-,-,-,53.74,-,-
Niraj Cement Structurals,https://scanx.trade/company/niraj-cement-structurals-ltd,40.75,-0.97%,41.34,"1,75,621",243.25,11.94,-2.85,72.37,27.2,14.56%,-13.00%,-39.08%,38.84%,-15.02%,0.96,-,-,8.20%,-,34.67,48.04,59.69,-,-
Thaai Casting,https://scanx.trade/company/thaai-casting-ltd,99.8,-2.16%,102,"12,000",242.93,19.5,20.81,153.3,77.15,-7.51%,-15.46%,-24.99%,-48.86%,-48.86%,2.83,-,24.01%,17.35%,5.53,114.09,106.56,38.32,-,-
Ducol Organics & Colours,https://scanx.trade/company/ducol-organics-colours-ltd,149.1,-3.28%,151.1,"9,600",242.35,54.28,-67.35,209.5,93.5,-19.67%,-4.51%,15.09%,34.93%,34.93%,2.78,-,-,8.69%,-,180.25,141.92,28.03,-,-
CPS Shapers,https://scanx.trade/company/cps-shapers-ltd,"1,092.50",4.90%,"1,020.00","1,950",241.56,"1,407.43",25.18,"1,095.00",412,12.06%,40.06%,76.69%,131.22%,131.22%,10.81,-,-,5.81%,-,920.87,714.23,68.27,-,-
Finbud Financial Services,https://scanx.trade/company/finbud-financial-services-ltd,126.45,-2.73%,129.45,"22,000",240.88,29.15,40.47,164.85,110,-16.70%,-23.29%,-23.29%,-23.29%,-23.29%,2.3,-,-,32.65%,-,-,-,36.67,-,-
Shreyans Industries,https://scanx.trade/company/shreyans-industries-ltd,173.69,-0.81%,176.9,"1,584",240.13,5.14,160.41,250,164.11,-5.38%,-24.78%,-27.69%,21.72%,97.26%,0.55,2.86%,-,14.81%,-,194.98,207.99,34.7,-,-
Osia Hyper Retail,https://scanx.trade/company/osia-hyper-retail-ltd,14.57,-4.96%,15.5,"15,66,790",239.78,11.11,41.17,33.08,11.31,-23.07%,-48.20%,-51.63%,-37.97%,22.03%,0.59,-,-,10.75%,-,19.3,20.61,31.01,-,-
Sat Kartar Shopping,https://scanx.trade/company/sat-kartar-shopping-ltd,152,-0.65%,154.95,"10,400",239.32,24.56,25.01,241.95,130.2,-15.86%,-4.76%,-5.91%,-5.91%,-5.91%,4.68,0.46%,-,25.59%,-,174.12,168.51,38.71,-,-
Sikko Industries,https://scanx.trade/company/sikko-industries-ltd,5.47,-2.15%,5.59,"5,30,679",238.93,46.58,22.69,136.63,3.03,-4.04%,57.64%,-94.53%,7.89%,1143.18%,2.83,-,-,7.77%,-,5.42,4.21,51.18,-,-
Equippp Social Impact Technologies,https://scanx.trade/company/equippp-social-impact-technologies-ltd,23,3.70%,22.65,"13,183",237.12,135.06,40.47,26.37,16.15,39.39%,6.19%,-4.88%,-41.25%,-72.59%,27.15,-,3.85%,7.47%,0.01,19.5,19.77,69.9,-,-
Committed Cargo Care,https://scanx.trade/company/committed-cargo-care-ltd,206.05,-,-,-,236.13,30.26,41.09,274.05,118.4,-10.80%,-11.94%,65.37%,139.31%,139.31%,3.35,0.23%,-,13.90%,-,223.61,202.58,45.21,-,-
Cords Cable Industries,https://scanx.trade/company/cords-cable-industries-ltd,182.51,-2.27%,186.75,"28,468",235.94,14.6,22.62,222,146.65,-1.42%,3.07%,-11.05%,210.92%,293.34%,1.28,0.53%,-,20.91%,-,185.5,183.9,45.39,50.00%,-
Integrated Personnel Services,https://scanx.trade/company/integrated-personnel-services-ltd,274,-,-,-,235.82,33.33,41.09,398,240.05,-2.14%,-24.25%,-6.48%,237.65%,292.55%,4.18,-,-,17.95%,-,313.56,286.67,42.48,-,-
Flywings Simulator Training Centre,https://scanx.trade/company/flywings-simulator-training-centre-ltd,231,-1.49%,236,"86,400",235.09,21.85,41.09,248,186,12.82%,12.82%,12.82%,12.82%,12.82%,2.74,-,-,34.89%,-,-,-,-,-,-
Envirotech Systems,https://scanx.trade/company/envirotech-systems-ltd,125,4.17%,119.4,"6,000",234.88,-,38.24,173,90.05,0.73%,-20.86%,-3.33%,11.91%,11.91%,-,-,-,30.80%,-,139.92,128.06,46.17,-,-
Shiva Texyarn,https://scanx.trade/company/shiva-texyarn-ltd,180.98,-0.94%,184.8,"1,608",234.6,14.39,17.79,273.59,168,-3.90%,-3.82%,-21.27%,47.20%,69.38%,1.63,0.33%,-8.74%,11.38%,-,182.14,190.87,49.13,50.00%,-
Affordable Robotic & Automation,https://scanx.trade/company/affordable-robotic-automation-ltd,207.89,-1.16%,211.6,"11,003",233.8,156.3,38.24,689.95,191.86,-1.47%,-18.52%,-68.64%,-71.57%,-71.57%,2.32,-,-,-3.36%,-,230.98,345.04,42.38,50.00%,-
P S Raj Steels,https://scanx.trade/company/p-s-raj-steels-ltd,309,-0.21%,-,-,232.93,31.5,25.38,318.1,122.85,3.34%,33.45%,105.18%,105.18%,105.18%,3.59,-,-,17.31%,-,283.72,-,60.14,-,-
Voler Car,https://scanx.trade/company/voler-car-ltd,209,3.47%,209.8,"19,200",232.9,59.06,41.09,255,77.4,3.98%,-8.73%,128.54%,128.54%,128.54%,5.75,-,-,14.43%,-,213.22,-,55.77,-,-
Music Broadcast,https://scanx.trade/company/music-broadcast-ltd,6.69,1.21%,6.74,"71,646",231.26,-5.29,11.32,13.1,6.02,-3.46%,-22.39%,-45.70%,-73.35%,-70.85%,0.47,-,82.08%,15.44%,0.25,7.1,8.61,48.04,50.00%,-
Kataria Industries,https://scanx.trade/company/kataria-industries-ltd,107.2,4.03%,104.75,"97,800",230.81,20.25,25.38,162.9,85.5,14.04%,0.33%,-33.37%,-44.02%,-44.02%,2.03,-,-,14.58%,-,97.54,105.04,64.04,-,-
Spectrum Talent Management,https://scanx.trade/company/spectrum-talent-management-ltd,99.85,3.53%,96.45,"5,600",230.58,30.81,29.73,204,70.25,31.04%,-0.15%,-48.53%,-38.80%,-38.80%,1.45,-,-,5.66%,-,87.69,116.92,66.91,-,-
Elgi Rubber Company,https://scanx.trade/company/elgi-rubber-company-ltd,46.03,-0.04%,46.05,"65,276",230.38,-8.22,41.09,154.98,45.3,-11.58%,-34.06%,-60.78%,44.98%,105.03%,1.38,-,-,8.01%,-,55.8,60.29,35.14,-,-
Pritika Auto Industries,https://scanx.trade/company/pritika-auto-indus-ltd,13.81,5.34%,13.4,"11,37,626",229.95,10.18,176.6,26.77,12.8,-6.50%,-20.22%,-44.07%,-10.32%,-23.91%,0.88,-,7.51%,13.53%,0.74,14.71,16.88,47.55,50.00%,-
Eleganz Interiors,https://scanx.trade/company/eleganz-interiors-ltd,101.75,2.16%,102.8,"15,000",229.95,10.87,41.09,163.5,94,-3.10%,-30.85%,-12.32%,-12.32%,-12.32%,1.48,-,-,20.84%,-,109.07,125.54,47.57,-,-
Asian Hotels (East),https://scanx.trade/company/asian-hotels-east-ltd,132.97,-2.11%,132.2,"3,232",229.93,171.25,281.14,181.89,122.78,-2.27%,-13.12%,-22.71%,19.47%,-20.97%,1.04,0.73%,11.76%,16.66%,12.95,141.05,145.47,41.04,50.00%,-
United Nilgiri Tea,https://scanx.trade/company/united-nilgiri-tea-ltd,459.5,2.78%,457.95,"6,003",229.59,10.48,-10.22,619,350.1,4.15%,-2.62%,-13.66%,65.62%,41.80%,0.96,0.67%,10.46%,12.99%,29.9,444.18,440.89,64.7,50.00%,-
MK Proteins,https://scanx.trade/company/mk-proteins-ltd,6.08,1.00%,6.09,"1,78,276",228.23,27.45,9.06,9.78,5.4,-2.88%,-13.76%,-24.47%,-72.83%,128.57%,3.08,-,-,17.54%,-,6.4,6.81,44.57,-,-
Ponni Sugars Erode,https://scanx.trade/company/ponni-sugars-erode-ltd,265.4,-0.54%,266,"13,507",228.2,12.2,-155.68,420.75,265.1,-8.69%,-7.99%,-35.55%,-30.21%,60.07%,0.43,1.12%,8.49%,5.09%,47.69,285.11,305.51,36.03,50.00%,-
Kalyani Forge,https://scanx.trade/company/kalyani-forge-ltd,626.15,-1.56%,614.95,897,227.79,29.74,20.81,890,488.15,-3.10%,-8.32%,-6.87%,172.48%,314.53%,2.46,0.64%,-,16.99%,-,679.23,678.64,41.57,-,-
Indowind Energy,https://scanx.trade/company/indowind-energy-ltd,14.14,-2.75%,14.54,"6,75,294",227.66,103.5,9.9,27.75,13.58,-8.06%,-14.92%,-40.49%,14.31%,324.62%,0.7,-,-,1.83%,-,15.47,17.49,39.78,50.00%,-
Kothari Sugars & Chemicals,https://scanx.trade/company/kothari-sugars-chemicals-ltd,27.44,-1.37%,27.5,"33,342",227.45,-185.47,-155.68,46.99,26,-3.72%,-12.75%,-38.65%,-36.11%,45.96%,0.81,-,1.64%,5.20%,1.33,29.37,33.4,40.11,50.00%,-
Airan,https://scanx.trade/company/airan-ltd,18.12,-0.28%,18.53,"55,262",226.54,92.1,40.47,37.3,17,-8.07%,-28.61%,-46.23%,11.51%,3.84%,1.55,-,-,14.66%,-,20.65,25.62,38.7,50.00%,-
Zodiac Clothing,https://scanx.trade/company/zodiac-clothing-ltd,87.09,-0.57%,88.49,"4,025",226.38,-6.6,25.18,137.48,80.8,-2.95%,-14.42%,-34.83%,-7.20%,-18.38%,1.23,-,-,-11.49%,-,92.68,99.81,42.76,-,-
Sakthi Sugars,https://scanx.trade/company/sakthi-sugars-ltd,19,-0.47%,19.09,"97,593",225.81,8.49,-155.68,32.29,18.2,-0.05%,-13.08%,-38.09%,-24.00%,89.05%,1.3,-,-68.54%,-13.06%,-,19.79,22.53,42.59,50.00%,-
Excel Realty N Infra,https://scanx.trade/company/excel-realty-n-infra-ltd,1.6,4.58%,1.58,"35,50,088",225.71,-,41.17,1.74,0.65,10.34%,3.90%,34.45%,220.00%,841.18%,1.24,-,-,0.41%,-,1.43,1.13,69.87,-,-
Supreme Infrastructure,https://scanx.trade/company/supreme-infrastructure-india-ltd,87.38,2.23%,87.89,"64,209",224.55,0.04,14.23,140.21,79.23,-4.95%,-17.57%,-37.68%,319.09%,694.36%,0.84,-,22.67%,1.23%,-,91.34,100.58,47.06,-,-
Dev Information Technology,https://scanx.trade/company/dev-information-technology-ltd,39.84,2.57%,39,"1,74,811",224.44,2.84,40.47,76.4,34.1,-0.94%,-2.31%,-38.97%,-11.39%,185.39%,1.69,0.26%,21.68%,26.65%,4.9,39.65,42.91,55.01,50.00%,-
DJ Mediaprint & Logistics,https://scanx.trade/company/dj-mediaprint-logistics-ltd,69.04,-0.26%,69.22,"58,420",224.27,29.34,41.09,185.55,52,-5.37%,-30.49%,-61.35%,-53.00%,10.82%,2.71,0.14%,-,14.13%,-,74.9,101.87,50.53,-,-
Forcas Studio,https://scanx.trade/company/forcas-studio-ltd,127.5,4.51%,127.5,"1,600",224.15,-,25.18,140,65.05,-1.92%,23.73%,35.35%,-11.70%,-11.70%,-,-,-,9.20%,-,124.22,105.79,52.4,-,-
Worth Peripherals,https://scanx.trade/company/worth-peripherals-ltd,141.93,1.66%,139.89,"2,923",223.55,11.15,13.6,190.47,118.48,-2.49%,-10.10%,15.29%,33.52%,201.66%,1.21,0.71%,9.39%,12.62%,9.93,148.4,150.86,46.21,50.00%,-
Gayatri Rubbers & Chemicals,https://scanx.trade/company/gayatri-rubbers-chemicals-ltd,388.8,2.86%,388.8,250,223.09,76.21,41.09,525.25,315.6,-0.28%,10.33%,-14.36%,957.96%,957.96%,15.37,-,-,28.86%,-,385.16,434.36,52.34,-,-
HVAX Technologies,https://scanx.trade/company/hvax-technologies-ltd,800,-1.05%,800,150,222.15,20.33,14.23,"1,029.30",544.5,-5.39%,-18.37%,17.30%,63.15%,63.15%,3.12,-,-,23.11%,-,883.97,790.38,43.69,-,-
DU Digital Global,https://scanx.trade/company/dudigital-ltd,30.85,-4.19%,31,"5,000",221.62,68.51,41.09,70,28.05,2.49%,-24.20%,-51.42%,-86.96%,144.84%,3.3,-,2.91%,9.39%,0.14,32.47,44.33,47.23,-,-
Mahalaxmi Rubtech,https://scanx.trade/company/mahalaxmi-rubtech-ltd,208.66,-2.12%,213.84,"5,442",221.6,24.93,76.32,293.94,200.05,-9.51%,-5.61%,-25.47%,29.54%,305.24%,2.48,-,-,15.91%,-,217.35,220.66,38.43,-,-
VL E-Governance & IT Solutions,https://scanx.trade/company/vl-e-governance-it-solutions-ltd,20.32,-1.17%,20.5,"1,39,235",220.37,-0.09,40.47,197.77,18.21,-14.59%,-37.82%,-87.06%,-31.12%,-31.12%,4.86,-,-,-5505.84%,-,22.69,39.12,39.29,-,-
TTL,https://scanx.trade/company/tt-ltd,8.52,-0.35%,8.41,"30,357",220.08,-85,25.18,16.69,8.1,-7.59%,-19.77%,-45.35%,8.54%,-81.83%,1.96,0.51%,-,14.85%,-,9.29,11.82,35.34,-,-
Veto Switchgear Cable,https://scanx.trade/company/veto-switchgear-cable-ltd,115.05,-0.95%,115.01,"19,848",219.92,10.89,2.59,149,92.6,1.70%,-3.76%,-12.18%,11.16%,44.63%,0.81,0.86%,-,11.39%,-,114.49,115.61,57.18,50.00%,-
Iware Supplychain Services,https://scanx.trade/company/iware-supplychain-services-ltd,205,1.08%,202.8,"3,600",219.68,-,41.09,243.9,70.05,-5.62%,66.67%,153.40%,153.40%,153.40%,-,-,-,38.65%,-,197.57,-,48.66,-,-
Chembond Material Technologies,https://scanx.trade/company/chembond-chemicals-ltd,162.07,-1.97%,164.98,"2,383",217.96,15.29,205.33,637.9,151.6,-1.77%,-8.88%,-59.03%,2.24%,41.62%,1.36,1.07%,-,12.86%,-,164.97,228,49.61,-,-
Power & Instrumentation,https://scanx.trade/company/power-instrumentation-ltd,123.93,-2.12%,128,"32,558",217.9,17.26,2.59,417,106.74,-12.89%,-24.46%,-62.90%,39.25%,39.25%,1.59,0.15%,-,16.75%,-,147.08,149.61,32.71,-,-
Omax Autos,https://scanx.trade/company/omax-autos-ltd,101.45,-2.41%,104.48,"1,05,052",216.81,20.47,176.6,165.8,77.55,15.82%,-29.74%,-13.52%,88.22%,129.78%,0.7,2.41%,-,5.59%,-,100.75,107.29,55.98,-,-
Energy Mission Machineries,https://scanx.trade/company/energy-mission-machineries-ltd,190.95,-4.50%,199.95,"1,500",216.28,19.1,38.24,337.35,162.1,3.61%,5.21%,-39.17%,-50.31%,-50.31%,2.69,-,-,19.41%,-,185.46,195,51.45,-,-
Rudrabhishek Enterprises,https://scanx.trade/company/repl-rudrabhishek-enterprises-ltd,119.04,-4.30%,124.39,"7,345",215.73,21.71,41.09,348,118,-4.76%,-16.18%,-58.80%,-11.43%,6.14%,1.46,-,-,14.46%,-,131.94,162.09,37.21,-,-
Keynote Financial Services,https://scanx.trade/company/keynote-financial-services-ltd,307.15,-1.92%,318.2,"2,113",215.57,22.95,-3.94,479,170.1,11.25%,30.67%,24.23%,215.19%,269.17%,1.46,0.25%,-,8.53%,-,303.6,290.42,49.67,-,-
Gillanders Arbuthnot,https://scanx.trade/company/gillanders-arbuthnot-ltd,100.95,-0.87%,101.1,"4,734",215.45,9.16,-10.22,151.9,91.62,-14.35%,-14.07%,-23.26%,39.34%,123.09%,0.86,-,-,12.65%,-,115.25,118.67,32.05,-,-
